Day,Mid,Bid,Ask,Spread,Drift,Volatility,Jump,News
328,143.361,143.031,140.856,145.866,5.01052,0.000197197,0.00210456,0,No news
329,147.068,143.361,144.58,149.557,4.97659,0.000215366,-0.0046827,0.03,"Rumor: firm exploring strategic options"
330,146.984,147.068,144.485,149.482,4.99604,0.000214835,-0.000792266,0,No news
331,147.283,146.984,144.778,149.787,5.00919,0.000196762,0.0018371,0,No news
332,147.513,147.283,145.01,150.017,5.00684,0.000197505,0.00136783,0,No news
333,147.812,147.513,145.308,150.317,5.00913,0.000197502,0.00182586,0,No news
334,147.752,147.812,145.254,150.251,4.99698,0.000197587,-0.000604437,0,No news
335,147.801,147.752,145.3,150.301,5.00066,0.000197576,0.00013174,0,No news
336,147.75,147.801,145.252,150.249,4.99731,0.000197825,-0.000538227,0,No news
337,147.735,147.75,145.236,150.234,4.99848,0.000198169,-0.000303371,0,No news
338,147.746,147.735,145.246,150.245,4.99937,0.000197998,-0.00012513,0,No news
339,147.741,147.746,145.242,150.241,4.99886,0.000197658,-0.000227856,0,No news
340,147.839,147.741,145.338,150.34,5.00232,0.00019811,0.000464572,0,No news
341,147.849,147.839,145.349,150.349,4.99934,0.000198253,-0.000132003,0,No news
342,147.714,147.849,145.217,150.212,4.99445,0.000197956,-0.00110919,0,No news
343,147.738,147.714,145.238,150.237,4.9998,0.000197905,-4.08154e-05,0,No news
344,147.922,147.738,145.419,150.425,5.00525,0.000197659,0.00105017,0,No news
345,147.881,147.922,145.383,150.38,4.99764,0.000197553,-0.000472472,0,No news
346,148.199,147.881,145.694,150.704,5.00975,0.000197347,0.00195012,0,No news
347,148.171,148.199,145.672,150.67,4.99806,0.00019736,-0.000387872,0,No news
348,148.209,148.171,145.709,150.709,5.0003,0.000197175,6.09345e-05,0,No news
349,148.279,148.209,145.779,150.78,5.00138,0.000197749,0.000275693,0,No news
350,148.349,148.279,145.849,150.85,5.00136,0.000198148,0.000272497,0,No news
351,143.995,148.349,141.495,146.495,5.00014,0.000178281,2.8119e-05,-0.03,"Rumor: firm exploring strategic options"
352,144.36,143.995,141.854,146.866,5.01177,0.000178111,0.00235448,0,No news
353,144.553,144.36,142.05,147.056,5.00569,0.000198065,0.00113777,0,No news
354,144.682,144.553,142.18,147.184,5.00348,0.0001974,0.0006963,0,No news
355,144.477,144.682,141.981,146.973,4.99193,0.000197268,-0.00161398,0,No news
356,144.351,144.477,141.854,146.849,4.99466,0.000197323,-0.00106738,0,No news
357,144.745,144.351,142.239,147.251,5.01262,0.000197502,0.0025248,0,No news
358,144.598,144.745,142.101,147.095,4.99393,0.000197453,-0.00121371,0,No news
359,144.878,144.598,142.374,147.382,5.00869,0.000196759,0.00173715,0,No news
360,144.287,144.878,141.797,146.776,4.97858,0.000196132,-0.00428439,0,No news
361,144.093,144.287,141.597,146.59,4.99232,0.000194634,-0.00153544,0,No news
362,153.706,144.093,151.17,156.242,5.07178,0.000221917,0.0143559,0.05,"Global macro uncertainty rises"
363,152.694,153.706,150.211,155.176,4.9659,0.000213755,-0.00682064,0,No news
364,154.068,152.694,151.546,156.59,5.04371,0.000219419,0.00874176,0,No news
365,153.846,154.068,151.35,156.342,4.99183,0.000193096,-0.00163333,0,No news
366,153.789,153.846,151.291,156.288,4.99719,0.00019244,-0.000562924,0,No news
367,153.857,153.789,151.356,156.357,5.00123,0.000191655,0.000246254,0,No news
368,153.35,153.857,150.858,155.841,4.98254,0.000190794,-0.00349171,0,No news
369,153.845,153.35,151.337,156.352,5.01518,0.000188945,0.00303566,0,No news
370,153.093,153.845,150.605,155.58,4.97455,0.000188042,-0.00509018,0,No news
371,153.11,153.093,150.61,155.61,4.99965,0.000185464,-6.97992e-05,0,No news
372,152.876,153.11,150.38,155.372,4.99142,0.000184276,-0.00171656,0,No news
373,153.149,152.876,150.645,155.653,5.00802,0.00018384,0.00160407,0,No news
374,153.581,153.149,151.075,156.088,5.01313,0.000188245,0.00262653,0,No news
375,154.035,153.581,151.528,156.542,5.01384,0.000185266,0.00276785,0,No news
376,154.548,154.035,152.04,157.056,5.01568,0.000186771,0.00313621,0,No news
377,154.986,154.548,152.479,157.492,5.01322,0.00018511,0.00264336,0,No news
378,154.822,154.986,152.325,157.319,4.99378,0.000185234,-0.00124317,0,No news
379,155.398,154.822,152.889,157.907,5.01764,0.000185634,0.00352758,0,No news
380,155.161,155.398,152.665,157.656,4.99143,0.00018778,-0.00171485,0,No news
381,156.492,155.161,153.971,159.013,5.04178,0.00018534,0.00835597,0,No news
382,155.7,156.492,153.213,158.187,4.97371,0.000187616,-0.00525741,0,No news
383,156.365,155.7,153.855,158.875,5.02035,0.000188012,0.00407088,0,No news
384,156.36,156.365,153.861,158.86,4.99891,0.000190475,-0.00021838,0,No news
385,157.188,156.36,154.675,159.7,5.02542,0.000191061,0.00508429,0,No news
386,157.266,157.188,154.765,159.767,5.00153,0.000192949,0.000305904,0,No news
387,158.034,157.266,155.522,160.545,5.02338,0.000193353,0.00467563,0,No news
388,157.752,158.034,155.257,160.247,4.99013,0.000192738,-0.00197355,0,No news
389,157.56,157.752,155.063,160.056,4.99293,0.000191798,-0.00141424,0,No news
390,157.442,157.56,154.944,159.94,4.99532,0.000190606,-0.000936776,0,No news
391,157.766,157.442,155.262,160.271,5.00934,0.000189241,0.0018677,0,No news
392,157.751,157.766,155.252,160.25,4.9986,0.000184319,-0.000280835,0,No news
393,157.37,157.751,154.876,159.863,4.98699,0.000183676,-0.00260273,0,No news
394,155.107,157.37,152.644,157.57,4.92666,0.000183677,-0.0146677,0,No news
395,156.301,155.107,153.782,158.82,5.03743,0.000182875,0.00748585,0,No news
396,155.163,156.301,152.682,157.645,4.96257,0.000182176,-0.007487,0,No news
397,153.152,155.163,150.685,155.619,4.93384,0.000183589,-0.0132323,0,No news
398,152.295,153.152,149.81,154.781,4.97105,0.000181868,-0.00578982,0,No news
399,152.189,152.295,149.691,154.687,4.99559,0.000181926,-0.000882809,0,No news
400,152.297,152.189,149.795,154.798,5.00265,0.000179131,0.00052959,0,No news
401,152.863,152.297,150.354,155.372,5.01766,0.000177524,0.00353213,0,No news
402,152.638,152.863,150.142,155.134,4.99176,0.000174672,-0.00164772,0,No news
403,150.413,152.638,147.951,152.876,4.92575,0.00017045,-0.0148494,0,No news
404,149.432,150.413,146.949,151.915,4.96643,0.000168404,-0.00671375,0,No news
405,150.105,149.432,147.594,152.616,5.02161,0.000169605,0.00432212,0,No news
406,150.839,150.105,148.327,153.351,5.02355,0.000168258,0.00470948,0,No news
407,152.475,150.839,149.949,155.002,5.05309,0.000171563,0.0106184,0,No news
408,151.68,152.475,149.193,154.166,4.97298,0.000173611,-0.00540397,0,No news
409,151.391,151.68,148.896,153.886,4.98962,0.000172185,-0.00207662,0,No news
410,149.04,151.391,146.579,151.5,4.92087,0.000171486,-0.0158261,0,No news
411,149.307,149.04,146.802,151.811,5.00809,0.000170835,0.00161777,0,No news
412,147.099,149.307,144.637,149.561,4.92466,0.000172024,-0.0150677,0,No news
413,147.085,147.099,144.585,149.584,4.99866,0.000172518,-0.000268959,0,No news
414,145.21,147.085,142.743,147.678,4.935,0.000173353,-0.0129992,0,No news
415,144.533,145.21,142.045,147.021,4.97579,0.00016968,-0.00484292,0,No news
416,141.966,144.533,139.511,144.421,4.90953,0.000170219,-0.0180932,0,No news
417,141.46,141.966,138.969,143.951,4.98131,0.000166331,-0.00373716,0,No news
418,142.764,141.46,140.241,145.287,5.04505,0.000166094,0.00901048,0,No news
419,143.868,142.764,141.349,146.387,5.03769,0.000167795,0.00753769,0,No news
420,144.463,143.868,141.953,146.973,5.01977,0.000172675,0.00395314,0,No news
421,143.846,144.463,141.357,146.335,4.97775,0.000169009,-0.00445098,0,No news
422,146.001,143.846,143.465,148.538,5.07354,0.000166255,0.0147074,0,No news
423,145.635,146.001,143.142,148.128,4.9866,0.000166907,-0.00267927,0,No news
424,145.092,145.635,142.602,147.583,4.98049,0.000169124,-0.00390125,0,No news
425,144.156,145.092,141.672,146.639,4.96675,0.000171067,-0.00664927,0,No news
426,143.297,144.156,140.813,145.782,4.9693,0.000168213,-0.00613904,0,No news
427,143.364,143.297,140.864,145.865,5.0015,0.000167588,0.000300197,0,No news
428,142.789,143.364,140.299,145.278,4.97906,0.000163784,-0.00418734,0,No news
429,143.769,142.789,141.252,146.285,5.03339,0.00016279,0.00667718,0,No news
430,143.13,143.769,140.641,145.618,4.97694,0.000158733,-0.00461235,0,No news
431,141.835,143.13,139.358,144.312,4.95375,0.000160462,-0.00925041,0,No news
432,143.718,141.835,141.185,146.25,5.06517,0.000154092,0.0130347,0,No news
433,146.373,143.718,143.828,148.919,5.09078,0.000154233,0.0181554,0,No news
434,147.393,146.373,144.876,149.91,5.03392,0.00015455,0.00678493,0,No news
435,147.966,147.393,145.457,150.475,5.01863,0.000154536,0.0037265,0,No news
436,147.395,147.966,144.905,149.885,4.9799,0.000153687,-0.00401944,0,No news
437,148.455,147.395,145.938,150.973,5.03508,0.000150391,0.00701648,0,No news
438,148.959,148.455,146.451,151.467,5.01621,0.000147184,0.00324137,0,No news
439,151.507,148.959,148.965,154.049,5.08406,0.000150052,0.0168113,0,No news
440,152.069,151.507,149.56,154.578,5.01775,0.00015088,0.00354973,0,No news
441,152.633,152.069,150.124,155.142,5.01778,0.000148926,0.00355582,0,No news
442,154.342,152.633,151.814,156.869,5.05493,0.000146035,0.0109861,0,No news
443,156.936,154.342,154.394,159.477,5.08259,0.000146776,0.0165186,0,No news
444,157.492,156.936,154.984,160.001,5.01697,0.000147646,0.00339322,0,No news
445,156.464,157.492,153.98,158.947,4.96649,0.000148887,-0.00670272,0,No news
446,161.59,156.464,159.009,164.17,5.16046,0.000145578,0.0320916,0,No news
447,163.622,161.59,161.091,166.153,5.06176,0.000146762,0.0123522,0,No news
448,163.629,163.622,161.129,166.129,4.99947,0.000147819,-0.00010547,0,No news
449,161.799,163.629,159.327,164.27,4.94304,0.000142117,-0.0113912,0,No news
450,161.679,161.799,159.181,164.176,4.99556,0.00014652,-0.000888334,0,No news
451,167.906,161.679,165.386,170.425,5.03856,7.99519e-05,0.00771143,0.03,"Rumor: firm exploring strategic options"
452,168.015,167.906,165.513,170.516,5.00287,7.69638e-05,0.000573763,0,No news
453,162.856,168.015,160.434,165.277,4.84336,0.000140609,-0.0313282,0,No news
454,162.719,162.856,160.221,165.216,4.99508,0.000143144,-0.00098421,0,No news
455,165.365,162.719,162.825,167.905,5.07995,0.000140807,0.0159906,0,No news
456,167.927,165.365,165.389,170.465,5.07615,0.000143781,0.0152307,0,No news
457,167.727,167.927,165.23,170.223,4.9933,0.000145281,-0.00133916,0,No news
458,167.393,167.727,164.899,169.888,4.98934,0.000143396,-0.00213188,0,No news
459,166.684,167.393,164.195,169.173,4.97808,0.000139688,-0.00438485,0,No news
460,168.597,166.684,166.069,171.125,5.05635,0.000141032,0.0112695,0,No news
461,169.062,168.597,166.555,171.568,5.01303,0.000143599,0.00260637,0,No news
462,172.175,169.062,169.629,174.72,5.09049,0.000148957,0.0180971,0,No news
463,177.159,172.175,174.588,179.729,5.14196,0.000145124,0.0283911,0,No news
464,175.046,177.159,172.576,177.516,4.93932,0.000140704,-0.0121361,0,No news
465,173.319,175.046,170.844,175.794,4.94973,0.000138441,-0.0100539,0,No news
466,171.171,173.319,168.702,173.639,4.93698,0.000132897,-0.0126046,0,No news
467,168.167,171.171,165.712,170.622,4.91079,0.000136998,-0.0178413,0,No news
468,166.928,168.167,164.447,169.409,4.96233,0.000138714,-0.00753389,0,No news
469,170.486,166.928,167.934,173.038,5.10474,0.000142998,0.0209478,0,No news
470,171.263,170.486,168.752,173.774,5.02204,0.000141248,0.00440782,0,No news
471,171.779,171.263,169.271,174.286,5.01434,0.000135793,0.0028678,0,No news
472,168.633,171.779,166.179,171.086,4.90689,0.000138426,-0.0186227,0,No news
473,171.394,168.633,168.854,173.935,5.08052,0.000141193,0.0161043,0,No news
474,172.044,171.394,169.535,174.553,5.01819,0.000145365,0.00363729,0,No news
475,172.591,172.044,170.083,175.098,5.01516,0.000141978,0.0030315,0,No news
476,173.836,172.591,171.318,176.353,5.03523,0.000140656,0.00704624,0,No news
477,188.926,173.836,186.343,191.509,5.16609,2.50107e-05,0.0332175,0.05,"Global macro uncertainty rises"
478,189.844,188.926,187.332,192.356,5.02406,3.77452e-05,0.0048127,0,No news
479,182.548,189.844,180.147,184.95,4.80376,5.90043e-05,-0.0392471,0,No news
480,183.564,182.548,181.05,186.077,5.02699,0.000149077,0.00539757,0,No news
481,188.29,183.564,185.726,190.853,5.12638,0.000143862,0.025275,0,No news
482,189.809,188.29,187.289,192.328,5.03948,0.000139455,0.00789624,0,No news
483,186.691,189.809,184.233,189.149,4.91649,0.000138928,-0.0167016,0,No news
484,189.352,186.691,186.817,191.887,5.07006,0.000139451,0.0140126,0,No news
485,186.683,189.352,184.219,189.147,4.92835,0.00013636,-0.01433,0,No news
486,187.829,186.683,185.314,190.344,5.02994,0.000134211,0.00598752,0,No news
487,187.795,187.829,185.295,190.294,4.99841,0.00013298,-0.000318658,0,No news
488,189.351,187.795,186.83,191.871,5.04061,0.000130584,0.00812174,0,No news
489,190.364,189.351,187.851,192.877,5.02603,0.000132942,0.00520672,0,No news
490,187.194,190.364,184.737,189.652,4.91537,0.000133647,-0.0169265,0,No news
491,183.969,187.194,181.513,186.425,4.91242,0.000135668,-0.0175168,0,No news
492,184.748,183.969,182.238,187.259,5.02048,0.000132186,0.00409587,0,No news
493,187.788,184.748,185.248,190.329,5.08093,0.000133493,0.0161865,0,No news
494,184.77,187.788,182.311,187.229,4.91832,0.000133272,-0.016336,0,No news
495,188.228,184.77,185.682,190.774,5.09204,0.000134867,0.018408,0,No news
496,188.828,188.228,186.32,191.335,5.01522,0.000137245,0.0030441,0,No news
497,190.116,188.828,187.599,192.632,5.03331,0.000134649,0.00666218,0,No news
498,187.461,190.116,184.996,189.925,4.92906,0.000125664,-0.0141888,0,No news
499,184.954,187.461,182.488,187.42,4.93203,0.000129723,-0.0135934,0,No news
500,187.357,184.954,184.825,189.889,5.0639,0.000130836,0.0127809,0,No news
501,182.518,187.357,179.958,185.077,5.1195,-7.16861e-05,0.0239005,-0.05,"Global macro uncertainty rises"
502,167.562,182.518,165.15,169.974,4.82444,-0.000382153,-0.0351116,-0.05,"Global macro uncertainty rises"
503,159.976,167.562,157.591,162.361,4.77002,-0.000334267,-0.0459956,0,No news
504,159.428,159.976,156.937,161.92,4.98306,-4.1865e-05,-0.00338805,0,No news
505,160.853,159.428,158.331,163.375,5.04381,0.000138308,0.0087612,0,No news
506,161.581,160.853,159.07,164.092,5.02186,0.000141192,0.00437179,0,No news
507,165.035,161.581,162.483,167.588,5.10509,0.000135514,0.0210178,0,No news
508,166.825,165.035,164.299,169.352,5.05326,0.000136643,0.0106512,0,No news
509,163.968,166.825,161.511,166.424,4.91296,0.000131705,-0.0174076,0,No news
510,168.188,163.968,165.625,170.751,5.1264,0.00013358,0.0252794,0,No news
511,162.739,168.188,160.322,165.157,4.83466,0.000134679,-0.0330682,0,No news
512,164.834,162.739,162.302,167.365,5.06326,0.000135132,0.012652,0,No news
513,166.188,164.834,163.668,168.708,5.04024,0.000135133,0.00804777,0,No news
514,165.53,166.188,163.041,168.02,4.97951,0.000131789,-0.00409716,0,No news
515,165.842,165.53,163.337,168.346,5.00873,0.000133688,0.00174579,0,No news
516,165.966,165.842,163.465,168.468,5.00309,0.000133073,0.000618178,0,No news
517,164.571,165.966,162.092,167.049,4.95711,0.000132755,-0.00857784,0,No news
518,158.629,164.571,156.095,161.162,5.06657,-8.8083e-05,0.0133136,-0.05,"Global macro uncertainty rises"
519,164.677,158.629,162.208,167.146,4.93859,-0.000299527,-0.012281,0.05,"Global macro uncertainty rises"
520,161.868,164.677,159.41,164.326,4.91549,-0.000301936,-0.0169024,0,No news
521,161.632,161.868,159.135,164.128,4.9927,-4.68539e-07,-0.00146093,0,No news
522,160.907,161.632,158.418,163.395,4.97686,0.00013174,-0.00462722,0,No news
523,157.367,160.907,154.923,159.811,4.88808,0.000138815,-0.0223849,0,No news
524,157.855,157.367,155.348,160.363,5.01482,0.000136793,0.00296308,0,No news
525,158.115,157.855,155.611,160.619,5.00756,0.000135273,0.00151113,0,No news
526,159.878,158.115,157.351,162.405,5.05476,0.000134535,0.0109528,0,No news
527,161.815,159.878,159.285,164.345,5.05954,0.000132966,0.0119089,0,No news
528,161.279,161.815,158.787,163.77,4.98274,0.000132371,-0.00345222,0,No news
529,159.749,161.279,157.273,162.225,4.9517,0.000131691,-0.00965936,0,No news
530,160.095,159.749,157.59,162.6,5.01015,0.00013309,0.00202964,0,No news
531,159.921,160.095,157.424,162.418,4.99389,0.000132521,-0.00122165,0,No news
532,161.071,159.921,158.553,163.588,5.03513,0.000137469,0.00702615,0,No news
533,164.113,161.071,161.566,166.659,5.09288,0.000134556,0.0185754,0,No news
534,164.137,164.113,161.637,166.637,5.00008,0.000132998,1.67205e-05,0,No news
535,166.905,164.137,164.364,169.447,5.08293,0.00013662,0.0165866,0,No news
536,167.29,166.905,164.784,169.795,5.01082,0.000135772,0.0021644,0,No news
537,166.722,167.29,164.231,169.214,4.98234,0.000136688,-0.00353289,0,No news
538,164.827,166.722,162.356,167.298,4.94216,0.000134279,-0.0115683,0,No news
539,167.617,164.827,165.076,170.159,5.08329,0.000128375,0.0166586,0,No news
540,165.95,167.617,163.475,168.425,4.94937,0.000129714,-0.0101259,0,No news
541,163.686,165.95,161.221,166.152,4.93064,0.000136977,-0.0138716,0,No news
542,164.293,163.686,161.784,166.802,5.01784,0.000134425,0.00356734,0,No news
543,160.875,164.293,158.427,163.322,4.89419,0.000132678,-0.0211614,0,No news
544,163.41,160.875,160.871,165.949,5.07752,0.000134124,0.0155038,0,No news
545,161.098,163.41,158.634,163.562,4.92807,0.00013449,-0.0143857,0,No news
546,159.726,161.098,157.247,162.204,4.95655,0.000134911,-0.00868907,0,No news
547,159.784,159.726,157.284,162.285,5.00117,0.000133744,0.000233655,0,No news
548,157.575,159.784,155.11,160.04,4.92972,0.000131808,-0.0140568,0,No news
549,159.567,157.575,157.036,162.098,5.06214,0.000133454,0.012429,0,No news
550,157.842,159.567,155.37,160.315,4.94498,0.000138248,-0.0110036,0,No news
551,158.364,157.842,155.856,160.872,5.01581,0.00013758,0.0031627,0,No news
552,162.409,158.364,159.921,164.897,4.97578,6.68953e-05,-0.00484439,0.03,"Rumor: firm exploring strategic options"
553,164.875,162.409,162.338,167.413,5.07504,6.22405e-05,0.0150082,0,No news
554,165.543,164.875,163.033,168.053,5.01949,0.000141153,0.00389872,0,No news
555,165.351,165.543,162.854,167.848,4.99352,0.000135965,-0.00129517,0,No news
556,163.369,165.351,160.899,165.838,4.939,0.000139731,-0.0121995,0,No news
557,165.227,163.369,162.699,167.755,5.05584,0.0001403,0.0111673,0,No news
558,165.587,165.227,163.082,168.092,5.01019,0.000140459,0.00203727,0,No news
559,167.321,165.587,164.795,169.847,5.05137,0.000143809,0.0102738,0,No news
560,166.496,167.321,164.009,168.983,4.97455,0.000147535,-0.00508907,0,No news
561,163.064,166.496,160.617,165.512,4.89513,0.000145533,-0.0209735,0,No news
562,161.346,163.064,158.872,163.819,4.9463,0.000144987,-0.0107408,0,No news
563,160.783,161.346,158.292,163.274,4.9818,0.000144953,-0.00364032,0,No news
564,160.111,160.783,157.622,162.6,4.97838,0.000137896,-0.00432495,0,No news
565,161.224,160.111,158.707,163.741,5.03398,0.000131366,0.00679685,0,No news
566,161.851,161.224,159.342,164.36,5.01873,0.000134281,0.00374654,0,No news
567,162.314,161.851,159.807,164.82,5.01359,0.000135386,0.00271879,0,No news
568,165.382,162.314,162.836,167.929,5.09296,0.000137908,0.0185927,0,No news
569,165.464,165.382,162.963,167.965,5.00179,0.000134682,0.000358809,0,No news
570,165.631,165.464,163.129,168.133,5.00439,0.00012841,0.0008789,0,No news
571,165.729,165.631,163.227,168.23,5.00233,0.000124286,0.000466344,0,No news
572,165.583,165.729,163.086,168.081,4.99499,0.000122796,-0.00100151,0,No news
573,161.228,165.583,158.72,163.736,5.01682,-1.58813e-05,0.00336301,-0.03,"Rumor: firm exploring strategic options"
574,159.978,161.228,157.498,162.459,4.96114,-9.21108e-06,-0.00777251,0,No news
575,160.442,159.978,157.935,162.949,5.01383,0.000125912,0.0027661,0,No news
576,162.742,160.442,160.207,165.278,5.07056,0.000126055,0.0141113,0,No news
577,162.37,162.742,159.876,164.864,4.98793,0.000122837,-0.00241372,0,No news
578,166.307,162.37,163.747,168.866,5.11919,0.000117421,0.0238385,0,No news
579,168.211,166.307,165.683,170.74,5.05632,0.000125435,0.0112632,0,No news
580,169.838,168.211,167.315,172.362,5.04749,0.000128075,0.00949741,0,No news
581,168.044,169.838,165.571,170.518,4.94629,0.0001234,-0.0107418,0,No news
582,169.712,168.044,167.188,172.236,5.04872,0.000130403,0.00974347,0,No news
583,166.452,169.712,164.001,168.903,4.90237,0.00012993,-0.0195262,0,No news
584,167.776,166.452,165.257,170.296,5.03902,0.000120315,0.00780388,0,No news
585,170.733,167.776,168.19,173.277,5.08677,0.000117685,0.0173548,0,No news
586,166.117,170.733,163.611,168.624,5.01307,-2.21086e-05,0.00261351,-0.03,"Rumor: firm exploring strategic options"
587,164.172,166.117,161.701,166.642,4.94113,-8.93716e-06,-0.0117731,0,No news
588,160.884,164.172,158.435,163.333,4.89823,0.000123717,-0.0203541,0,No news
589,159.119,160.884,156.647,161.591,4.94423,0.000126174,-0.0111537,0,No news
590,160.246,159.119,157.729,162.764,5.03466,0.000125662,0.00693228,0,No news
591,162.246,160.246,159.715,164.777,5.0614,0.000122843,0.0122794,0,No news
592,163.524,162.246,161.004,166.043,5.03863,0.000117465,0.00772647,0,No news
593,163.802,163.524,161.298,166.306,5.00796,0.000109756,0.00159128,0,No news
594,165.145,163.802,162.625,167.665,5.04026,0.000110515,0.00805217,0,No news
595,169.248,165.145,166.687,171.809,5.12216,0.000111449,0.0244319,0,No news
596,170.995,169.248,168.469,173.52,5.0508,0.000106721,0.0101602,0,No news
597,170.069,170.995,167.583,172.555,4.97233,0.000106194,-0.00553385,0,No news
598,167.462,170.069,165.001,169.923,4.92224,0.000103205,-0.015553,0,No news
599,167.054,167.462,164.56,169.547,4.98732,9.64561e-05,-0.00253662,0,No news
600,164.899,167.054,162.432,167.367,4.93463,9.51178e-05,-0.0130739,0,No news
601,163.826,164.899,161.342,166.309,4.96688,9.18583e-05,-0.00662383,0,No news
602,161.845,163.826,159.3,164.39,5.08968,-0.000101799,0.0179351,-0.03,"Rumor: firm exploring strategic options"
603,157.639,161.845,155.205,160.074,4.86883,-9.402e-05,-0.0262334,0,No news
604,157.196,157.639,154.704,159.689,4.98551,8.48154e-05,-0.00289852,0,No news
605,158.369,157.196,155.851,160.888,5.03675,8.37884e-05,0.0073504,0,No news
606,159.468,158.369,156.951,161.985,5.03411,8.97314e-05,0.00682119,0,No news
607,157.973,159.468,155.497,160.449,4.95247,8.93116e-05,-0.00950602,0,No news
608,159.373,157.973,156.851,161.895,5.04364,9.46662e-05,0.00872755,0,No news
609,159.808,159.373,157.301,162.314,5.01318,8.95267e-05,0.00263548,0,No news
610,157.424,159.808,154.962,159.887,4.92439,9.61318e-05,-0.0151225,0,No news
611,160.968,157.424,158.412,163.523,5.1108,9.81073e-05,0.0221608,0,No news
612,159.925,160.968,157.441,162.408,4.967,9.92425e-05,-0.00659901,0,No news
613,158.525,159.925,156.047,161.002,4.9555,0.000106563,-0.00890044,0,No news
614,156.463,158.525,153.996,158.93,4.93398,0.000111784,-0.0132046,0,No news
615,155.654,156.463,153.167,158.141,4.97353,0.000111319,-0.00529458,0,No news
616,157.991,155.654,155.454,160.528,5.07401,0.000104144,0.0148019,0,No news
617,156.059,157.991,153.59,158.528,4.93795,0.000106794,-0.0124105,0,No news
618,159.737,156.059,157.179,162.295,5.11595,0.00010084,0.0231899,0,No news
619,159.952,159.737,157.448,162.455,5.00616,0.00011029,0.00123275,0,No news
620,161.345,159.952,158.824,163.867,5.04282,0.000111373,0.00856442,0,No news
621,160.287,161.345,157.804,162.771,4.96659,0.000103147,-0.00668159,0,No news
622,161.531,160.287,159.012,164.05,5.03807,0.00011193,0.00761491,0,No news
623,160.882,161.531,158.393,163.372,4.97936,0.000106109,-0.00412718,0,No news
624,159.963,160.882,157.477,162.448,4.97079,0.000109136,-0.00584283,0,No news
625,158.992,159.963,156.507,161.476,4.96903,0.000105556,-0.00619325,0,No news
626,159.069,158.992,156.568,161.57,5.00191,0.000104174,0.000381697,0,No news
627,160.622,159.069,158.098,163.146,5.04805,0.000104535,0.00960936,0,No news
628,159.704,160.622,157.219,162.19,4.97083,0.000106624,-0.00583404,0,No news
629,157.561,159.704,155.095,160.027,4.93191,0.000103224,-0.0136173,0,No news
630,154.916,157.561,152.458,157.373,4.91482,0.000107046,-0.0170368,0,No news
631,146.928,154.916,144.435,149.421,4.98622,-0.000184157,-0.00275587,-0.05,"Global macro uncertainty rises"
632,150.124,146.928,147.57,152.678,5.10842,-0.000163755,0.0216835,0,No news
633,146.857,150.124,144.412,149.303,4.89078,-0.000155247,-0.0218434,0,No news
634,149.752,146.857,147.204,152.301,5.09704,0.000112282,0.019408,0,No news
635,150.894,149.752,148.375,153.412,5.03739,0.000113939,0.00747826,0,No news
636,151.798,150.894,149.283,154.312,5.02931,0.000110968,0.00586211,0,No news
637,150.358,151.798,147.882,152.834,4.95184,0.000105627,-0.00963266,0,No news
638,148.265,150.358,145.801,150.73,4.92936,0.000110083,-0.0141282,0,No news
639,146.433,148.265,143.965,148.902,4.93729,0.00011072,-0.012542,0,No news
640,142.332,146.433,139.828,144.836,5.00818,-4.74155e-05,0.00163675,-0.03,"Rumor: firm exploring strategic options"
641,143.228,142.332,140.712,145.744,5.03169,-5.83735e-05,0.00633792,0,No news
642,144.039,143.228,141.525,146.553,5.02767,0.000107665,0.00553496,0,No news
643,143.983,144.039,141.484,146.481,4.99749,0.000112017,-0.000501359,0,No news
644,144.245,143.983,141.741,146.75,5.00856,0.000110722,0.00171257,0,No news
645,146.603,144.245,144.137,149.068,4.93111,-1.06028e-05,-0.0137789,0.03,"Rumor: firm exploring strategic options"
646,152.588,146.603,149.987,155.188,5.20017,-2.31042e-05,0.0400345,0,No news
647,150.171,152.588,147.711,152.631,4.91962,0.000110971,-0.0160755,0,No news
648,149.678,150.171,147.187,152.17,4.98302,0.000110824,-0.00339558,0,No news
649,150.15,149.678,147.642,152.657,5.0152,0.000102774,0.00303969,0,No news
650,145.838,150.15,143.411,148.265,4.85383,9.66486e-05,-0.0292335,0,No news
651,144.344,145.838,141.87,146.818,4.94805,9.29961e-05,-0.0103894,0,No news
652,143.846,144.344,141.355,146.338,4.98226,9.63543e-05,-0.00354828,0,No news
653,144.745,143.846,142.23,147.261,5.03063,0.000102701,0.00612619,0,No news
654,145.296,144.745,142.787,147.806,5.01849,0.000101904,0.00369822,0,No news
655,148.463,145.296,145.91,151.017,5.10732,9.80208e-05,0.0214642,0,No news
656,149.477,148.463,146.961,151.994,5.03354,9.96749e-05,0.00670802,0,No news
657,150.293,149.477,147.779,152.806,5.0267,9.84112e-05,0.00534032,0,No news
658,153.756,150.293,151.199,156.313,5.11343,9.66926e-05,0.0226857,0,No news
659,150.495,153.756,148.049,152.941,4.89232,9.87851e-05,-0.0215369,0,No news
660,152.102,150.495,149.576,154.628,5.0526,0.000101901,0.010521,0,No news
661,151.132,152.102,148.648,153.616,4.96751,0.000101835,-0.00649872,0,No news
662,151.602,151.132,149.095,154.11,5.015,0.000106525,0.00299984,0,No news
663,152.257,151.602,149.747,154.768,5.02104,0.000103787,0.00420784,0,No news
